cid,text
2184,"36/2024/QH15
Điều 80. Trách nhiệm của người điều khiển phương tiện tham gia giao thông đường bộ gây ra tai nạn giao thông đường bộ, người liên quan và người có mặt tại hiện trường vụ tai nạn giao thông đường bộ
2. Người có mặt tại nơi xảy ra vụ tai nạn giao thông đường bộ có trách nhiệm sau đây:
a) Giúp đỡ, cứu chữa kịp thời người bị nạn;"
2185,"36/2024/QH15
Điều 80. Trách nhiệm của người điều khiển phương tiện tham gia giao thông đường bộ gây ra tai nạn giao thông đường bộ, người liên quan và người có mặt tại hiện trường vụ tai nạn giao thông đường bộ
2. Người có mặt tại nơi xảy ra vụ tai nạn giao thông đường bộ có trách nhiệm sau đây:
b) Báo tin ngay cho cơ quan Công an, cơ sở khám bệnh, chữa bệnh hoặc Ủy ban nhân dân nơi gần nhất;"
2186,"36/2024/QH15
Điều 80. Trách nhiệm của người điều khiển phương tiện tham gia giao thông đường bộ gây ra tai nạn giao thông đường bộ, người liên quan và người có mặt tại hiện trường vụ tai nạn giao thông đường bộ
2. Người có mặt tại nơi xảy ra vụ tai nạn giao thông đường bộ có trách nhiệm sau đây:
c) Tham gia bảo vệ hiện trường;"
2187,"36/2024/QH15
Điều 80. Trách nhiệm của người điều khiển phương tiện tham gia giao thông đường bộ gây ra tai nạn giao thông đường bộ, người liên quan và người có mặt tại hiện trường vụ tai nạn giao thông đường bộ
2. Người có mặt tại nơi xảy ra vụ tai nạn giao thông đường bộ có trách nhiệm sau đây:
d) Tham gia bảo vệ tài sản của người bị nạn;"
2188,"36/2024/QH15
Điều 80. Trách nhiệm của người điều khiển phương tiện tham gia giao thông đường bộ gây ra tai nạn giao thông đường bộ, người liên quan và người có mặt tại hiện trường vụ tai nạn giao thông đường bộ
2. Người có mặt tại nơi xảy ra vụ tai nạn giao thông đường bộ có trách nhiệm sau đây:
đ) Cung cấp thông tin liên quan về vụ tai nạn theo yêu cầu của cơ quan có thẩm quyền."
2189,"36/2024/QH15
Điều 83. Điều tra, giải quyết tai nạn giao thông đường bộ
1. Nguyên tắc điều tra, giải quyết tai nạn giao thông đường bộ được quy định như sau:
a) Tất cả các vụ tai nạn giao thông đường bộ xảy ra phải được điều tra, giải quyết nhanh chóng, kịp thời, chính xác, khách quan, đúng quy định của pháp luật;"
2190,"36/2024/QH15
Điều 83. Điều tra, giải quyết tai nạn giao thông đường bộ
1. Nguyên tắc điều tra, giải quyết tai nạn giao thông đường bộ được quy định như sau:
b) Người gây tai nạn giao thông đường bộ thì tùy theo tính chất, mức độ vi phạm có thể bị xử lý vi phạm hành chính hoặc bị truy cứu trách nhiệm hình sự, nếu gây thiệt hại thì phải bồi thường theo quy định của pháp luật;"
2191,"36/2024/QH15
Điều 83. Điều tra, giải quyết tai nạn giao thông đường bộ
1. Nguyên tắc điều tra, giải quyết tai nạn giao thông đường bộ được quy định như sau:
c) Các tổ chức, cá nhân liên quan đến vụ tai nạn giao thông đường bộ có trách nhiệm phối hợp giải quyết;"
2192,"36/2024/QH15
Điều 83. Điều tra, giải quyết tai nạn giao thông đường bộ
1. Nguyên tắc điều tra, giải quyết tai nạn giao thông đường bộ được quy định như sau:
d) Không được lợi dụng, lạm dụng công tác điều tra, giải quyết tai nạn giao thông đường bộ để xâm phạm lợi ích của Nhà nước, quyền, lợi ích hợp pháp của tổ chức, cá nhân;"
2193,"36/2024/QH15
Điều 83. Điều tra, giải quyết tai nạn giao thông đường bộ
1. Nguyên tắc điều tra, giải quyết tai nạn giao thông đường bộ được quy định như sau:
đ) Đối với vụ tai nạn giao thông đường bộ liên quan đến người và phương tiện của cơ quan đại diện ngoại giao, cơ quan lãnh sự, cơ quan đại diện của tổ chức quốc tế tại Việt Nam thì thực hiện theo quy định của Luật này, pháp luật về quyền ưu đãi, miễn trừ ngoại giao và điều ước quốc tế có liên quan mà nước Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên."
2194,"36/2024/QH15
Điều 83. Điều tra, giải quyết tai nạn giao thông đường bộ
2. Đối với tai nạn giao thông đường bộ có dấu hiệu tội phạm, việc điều tra, giải quyết thực hiện theo quy định của pháp luật về hình sự và pháp luật về tố tụng hình sự. Đối với tai nạn giao thông đường bộ chưa xác định có dấu hiệu tội phạm, nội dung điều tra, giải quyết tai nạn giao thông đường bộ bao gồm:
a) Kiểm tra nồng độ cồn, chất ma túy, các chất kích thích khác mà pháp luật cấm sử dụng đối với người điều khiển phương tiện tham gia giao thông đường bộ liên quan đến tai nạn giao thông đường bộ;"
2195,"36/2024/QH15
Điều 83. Điều tra, giải quyết tai nạn giao thông đường bộ
2. Đối với tai nạn giao thông đường bộ có dấu hiệu tội phạm, việc điều tra, giải quyết thực hiện theo quy định của pháp luật về hình sự và pháp luật về tố tụng hình sự. Đối với tai nạn giao thông đường bộ chưa xác định có dấu hiệu tội phạm, nội dung điều tra, giải quyết tai nạn giao thông đường bộ bao gồm:
b) Khám nghiệm hiện trường, phương tiện, tử thi, công trình đường bộ liên quan trực tiếp đến vụ tai nạn giao thông đường bộ; thu thập thông tin, dữ liệu; xác định hậu quả thiệt hại về người và tài sản do tai nạn giao thông đường bộ gây ra;"
2196,"36/2024/QH15
Điều 83. Điều tra, giải quyết tai nạn giao thông đường bộ
2. Đối với tai nạn giao thông đường bộ có dấu hiệu tội phạm, việc điều tra, giải quyết thực hiện theo quy định của pháp luật về hình sự và pháp luật về tố tụng hình sự. Đối với tai nạn giao thông đường bộ chưa xác định có dấu hiệu tội phạm, nội dung điều tra, giải quyết tai nạn giao thông đường bộ bao gồm:
c) Tạm giữ phương tiện, đồ vật, tài liệu, giấy phép, chứng chỉ hành nghề của người điều khiển, phương tiện tham gia giao thông đường bộ;"
2197,"36/2024/QH15
Điều 83. Điều tra, giải quyết tai nạn giao thông đường bộ
2. Đối với tai nạn giao thông đường bộ có dấu hiệu tội phạm, việc điều tra, giải quyết thực hiện theo quy định của pháp luật về hình sự và pháp luật về tố tụng hình sự. Đối với tai nạn giao thông đường bộ chưa xác định có dấu hiệu tội phạm, nội dung điều tra, giải quyết tai nạn giao thông đường bộ bao gồm:
d) Ghi lời khai của những người điều khiển phương tiện tham gia giao thông đường bộ, người bị nạn, người làm chứng và những người có liên quan khác trong vụ tai nạn giao thông đường bộ;"
2198,"36/2024/QH15
Điều 83. Điều tra, giải quyết tai nạn giao thông đường bộ
2. Đối với tai nạn giao thông đường bộ có dấu hiệu tội phạm, việc điều tra, giải quyết thực hiện theo quy định của pháp luật về hình sự và pháp luật về tố tụng hình sự. Đối với tai nạn giao thông đường bộ chưa xác định có dấu hiệu tội phạm, nội dung điều tra, giải quyết tai nạn giao thông đường bộ bao gồm:
đ) Xem xét dấu vết trên thân thể người bị nạn; kiểm tra, xác minh điều kiện của phương tiện, người điều khiển phương tiện khi tham gia giao thông đường bộ; kiểm tra hành khách, hàng hóa vận chuyển và các loại giấy tờ khác có liên quan;"
2199,"36/2024/QH15
Điều 83. Điều tra, giải quyết tai nạn giao thông đường bộ
2. Đối với tai nạn giao thông đường bộ có dấu hiệu tội phạm, việc điều tra, giải quyết thực hiện theo quy định của pháp luật về hình sự và pháp luật về tố tụng hình sự. Đối với tai nạn giao thông đường bộ chưa xác định có dấu hiệu tội phạm, nội dung điều tra, giải quyết tai nạn giao thông đường bộ bao gồm:
e) Truy tìm phương tiện, người điều khiển phương tiện tham gia giao thông đường bộ gây tai nạn;"
2200,"36/2024/QH15
Điều 83. Điều tra, giải quyết tai nạn giao thông đường bộ
2. Đối với tai nạn giao thông đường bộ có dấu hiệu tội phạm, việc điều tra, giải quyết thực hiện theo quy định của pháp luật về hình sự và pháp luật về tố tụng hình sự. Đối với tai nạn giao thông đường bộ chưa xác định có dấu hiệu tội phạm, nội dung điều tra, giải quyết tai nạn giao thông đường bộ bao gồm:
g) Giám định chuyên môn; dựng lại hiện trường;"
2201,"36/2024/QH15
Điều 83. Điều tra, giải quyết tai nạn giao thông đường bộ
2. Đối với tai nạn giao thông đường bộ có dấu hiệu tội phạm, việc điều tra, giải quyết thực hiện theo quy định của pháp luật về hình sự và pháp luật về tố tụng hình sự. Đối với tai nạn giao thông đường bộ chưa xác định có dấu hiệu tội phạm, nội dung điều tra, giải quyết tai nạn giao thông đường bộ bao gồm:
h) Các hoạt động khác theo quy định của pháp luật."
2202,"36/2024/QH15
Điều 85. Quỹ giảm thiểu thiệt hại tai nạn giao thông đường bộ
2. Quỹ giảm thiểu thiệt hại tai nạn giao thông đường bộ được hình thành từ các nguồn tài chính sau đây:
a) Hỗ trợ, viện trợ, đóng góp tự nguyện của các tổ chức, cá nhân trong nước, nước ngoài;"
2203,"36/2024/QH15
Điều 85. Quỹ giảm thiểu thiệt hại tai nạn giao thông đường bộ
2. Quỹ giảm thiểu thiệt hại tai nạn giao thông đường bộ được hình thành từ các nguồn tài chính sau đây:
b) Từ các nguồn khác theo quy định của pháp luật."
2204,"36/2024/QH15
Điều 85. Quỹ giảm thiểu thiệt hại tai nạn giao thông đường bộ
3. Quỹ giảm thiểu thiệt hại tai nạn giao thông đường bộ được chi cho các hoạt động sau đây:
a) Hỗ trợ nạn nhân, gia đình nạn nhân do tai nạn giao thông đường bộ gây ra; tổ chức, cá nhân giúp đỡ, cứu chữa, đưa người bị tai nạn giao thông đường bộ đi cấp cứu;"
2205,"36/2024/QH15
Điều 85. Quỹ giảm thiểu thiệt hại tai nạn giao thông đường bộ
3. Quỹ giảm thiểu thiệt hại tai nạn giao thông đường bộ được chi cho các hoạt động sau đây:
b) Hỗ trợ cho tổ chức, cá nhân tham gia tuyên truyền giảm thiểu thiệt hại tai nạn giao thông đường bộ mà không được Nhà nước bảo đảm kinh phí."
2206,"36/2024/QH15
Điều 85. Quỹ giảm thiểu thiệt hại tai nạn giao thông đường bộ
4. Nguyên tắc hoạt động của Quỹ giảm thiểu thiệt hại tai nạn giao thông đường bộ:
a) Không vì mục đích lợi nhuận;"
2207,"36/2024/QH15
Điều 85. Quỹ giảm thiểu thiệt hại tai nạn giao thông đường bộ
4. Nguyên tắc hoạt động của Quỹ giảm thiểu thiệt hại tai nạn giao thông đường bộ:
b) Quản lý, sử dụng đúng mục đích, đúng pháp luật, kịp thời, hiệu quả, bảo đảm công khai, minh bạch;"
2208,"36/2024/QH15
Điều 85. Quỹ giảm thiểu thiệt hại tai nạn giao thông đường bộ
4. Nguyên tắc hoạt động của Quỹ giảm thiểu thiệt hại tai nạn giao thông đường bộ:
c) Chỉ được chi hỗ trợ cho các hoạt động quy định tại khoản 3 Điều này khi ngân sách nhà nước chưa chi hoặc chi chưa đáp ứng yêu cầu."
2209,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
2. Giấy phép lái xe được cấp trước ngày Luật này có hiệu lực thi hành nếu chưa thực hiện đổi, cấp lại theo quy định của Luật này có hiệu lực sử dụng như sau:
a) Giấy phép lái xe hạng A1 được tiếp tục điều khiển xe mô tô hai bánh có dung tích xi-lanh từ 50 cm3 đến dưới 175 cm3 hoặc có công suất động cơ điện từ 04 kW đến dưới 14 kW;"
2210,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
2. Giấy phép lái xe được cấp trước ngày Luật này có hiệu lực thi hành nếu chưa thực hiện đổi, cấp lại theo quy định của Luật này có hiệu lực sử dụng như sau:
b) Giấy phép lái xe hạng A2 được tiếp tục điều khiển xe mô tô hai bánh có dung tích xi-lanh từ 175 cm3 trở lên hoặc có công suất động cơ điện từ 14 kW trở lên và các loại xe quy định cho giấy phép lái xe hạng A1 quy định tại điểm a khoản này;"
2211,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
2. Giấy phép lái xe được cấp trước ngày Luật này có hiệu lực thi hành nếu chưa thực hiện đổi, cấp lại theo quy định của Luật này có hiệu lực sử dụng như sau:
c) Giấy phép lái xe hạng A3 được tiếp tục điều khiển xe mô tô ba bánh, các loại xe quy định cho giấy phép lái xe hạng A1 quy định tại điểm a khoản này và các xe tương tự;"
2212,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
2. Giấy phép lái xe được cấp trước ngày Luật này có hiệu lực thi hành nếu chưa thực hiện đổi, cấp lại theo quy định của Luật này có hiệu lực sử dụng như sau:
d) Giấy phép lái xe hạng A4 được tiếp tục điều khiển máy kéo có trọng tải đến 1.000 kg;"
2213,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
2. Giấy phép lái xe được cấp trước ngày Luật này có hiệu lực thi hành nếu chưa thực hiện đổi, cấp lại theo quy định của Luật này có hiệu lực sử dụng như sau:
đ) Giấy phép lái xe hạng B1 số tự động cấp cho người không hành nghề lái xe được tiếp tục điều khiển xe ô tô số tự động chở người đến 08 chỗ (không kể chỗ của người lái xe); xe ô tô tải, kể cả ô tô tải chuyên dùng số tự động có trọng tải dưới 3.500 kg;"
2214,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
2. Giấy phép lái xe được cấp trước ngày Luật này có hiệu lực thi hành nếu chưa thực hiện đổi, cấp lại theo quy định của Luật này có hiệu lực sử dụng như sau:
e) Giấy phép lái xe hạng B1 cấp cho người không hành nghề lái xe được tiếp tục điều khiển xe ô tô chở người đến 08 chỗ (không kể chỗ của người lái xe); xe ô tô tải, máy kéo có trọng tải dưới 3.500 kg;"
2215,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
2. Giấy phép lái xe được cấp trước ngày Luật này có hiệu lực thi hành nếu chưa thực hiện đổi, cấp lại theo quy định của Luật này có hiệu lực sử dụng như sau:
g) Giấy phép lái xe hạng B2 cấp cho người hành nghề lái xe được tiếp tục điều khiển xe ô tô chở người đến 08 chỗ (không kể chỗ của người lái xe); xe ô tô tải, máy kéo có trọng tải dưới 3.500 kg;"
2216,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
2. Giấy phép lái xe được cấp trước ngày Luật này có hiệu lực thi hành nếu chưa thực hiện đổi, cấp lại theo quy định của Luật này có hiệu lực sử dụng như sau:
h) Giấy phép lái xe hạng C được tiếp tục điều khiển xe ô tô tải, máy kéo có trọng tải từ 3.500 kg trở lên và các loại xe quy định cho các giấy phép lái xe hạng B1, B2 quy định tại các điểm đ, e và g khoản này;"
2217,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
2. Giấy phép lái xe được cấp trước ngày Luật này có hiệu lực thi hành nếu chưa thực hiện đổi, cấp lại theo quy định của Luật này có hiệu lực sử dụng như sau:
i) Giấy phép lái xe hạng D được tiếp tục điều khiển xe ô tô chở người từ 09 chỗ (không kể chỗ của người lái xe) đến 29 chỗ (không kể chỗ của người lái xe) và các loại xe quy định cho các giấy phép lái xe hạng B1, B2, C quy định tại các điểm đ, e, g và h khoản này;"
2218,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
2. Giấy phép lái xe được cấp trước ngày Luật này có hiệu lực thi hành nếu chưa thực hiện đổi, cấp lại theo quy định của Luật này có hiệu lực sử dụng như sau:
k) Giấy phép lái xe hạng E được tiếp tục điều khiển xe ô tô chở người trên 29 chỗ (không kể chỗ của người lái xe) và các loại xe quy định cho các giấy phép lái xe hạng B1, B2, C, D quy định tại các điểm đ, e, g, h và i khoản này;"
2219,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
2. Giấy phép lái xe được cấp trước ngày Luật này có hiệu lực thi hành nếu chưa thực hiện đổi, cấp lại theo quy định của Luật này có hiệu lực sử dụng như sau:
l) Giấy phép lái xe hạng FB2, FD được tiếp tục điều khiển các loại xe quy định cho giấy phép lái xe hạng B2, D quy định tại điểm g và điểm i khoản này khi kéo rơ moóc; giấy phép lái xe hạng FC được tiếp tục điều khiển các loại xe quy định cho giấy phép lái xe hạng C quy định tại điểm h khoản này khi kéo rơ moóc, đầu kéo kéo sơ mi rơ moóc; giấy phép lái xe hạng FE được tiếp tục điều khiển các loại xe quy định cho giấy phép lái xe hạng E quy định tại điểm k khoản này khi kéo rơ moóc hoặc xe ô tô chở khách nối toa."
2220,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
3. Trường hợp người có giấy phép lái xe đã được cấp trước ngày Luật này có hiệu lực thi hành có nhu cầu đổi, cấp lại giấy phép lái xe thì thực hiện như sau:
a) Giấy phép lái xe hạng A1 được đổi, cấp lại sang giấy phép lái xe hạng A với điều kiện hạn chế là chỉ được điều khiển xe mô tô hai bánh có dung tích xi-lanh đến dưới 175 cm3 hoặc có công suất động cơ điện đến dưới 14 kW;"
2221,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
3. Trường hợp người có giấy phép lái xe đã được cấp trước ngày Luật này có hiệu lực thi hành có nhu cầu đổi, cấp lại giấy phép lái xe thì thực hiện như sau:
b) Giấy phép lái xe hạng A2 được đổi, cấp lại sang giấy phép lái xe hạng A;"
2222,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
3. Trường hợp người có giấy phép lái xe đã được cấp trước ngày Luật này có hiệu lực thi hành có nhu cầu đổi, cấp lại giấy phép lái xe thì thực hiện như sau:
c) Giấy phép lái xe hạng A3 được đổi, cấp lại sang giấy phép lái xe hạng B1;"
2223,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
3. Trường hợp người có giấy phép lái xe đã được cấp trước ngày Luật này có hiệu lực thi hành có nhu cầu đổi, cấp lại giấy phép lái xe thì thực hiện như sau:
d) Giấy phép lái xe hạng A4 được đổi, cấp lại sang chứng chỉ điều khiển xe máy chuyên dùng cho người điều khiển máy kéo có trọng tải đến 1.000 kg và chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ cho người điều khiển xe máy chuyên dùng;"
2224,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
3. Trường hợp người có giấy phép lái xe đã được cấp trước ngày Luật này có hiệu lực thi hành có nhu cầu đổi, cấp lại giấy phép lái xe thì thực hiện như sau:
đ) Giấy phép lái xe hạng B1 số tự động được đổi, cấp lại sang giấy phép lái xe hạng B với điều kiện hạn chế là chỉ được điều khiển xe ô tô số tự động;"
2225,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
3. Trường hợp người có giấy phép lái xe đã được cấp trước ngày Luật này có hiệu lực thi hành có nhu cầu đổi, cấp lại giấy phép lái xe thì thực hiện như sau:
e) Giấy phép lái xe hạng B1, B2 được đổi, cấp lại sang giấy phép lái xe hạng B hoặc hạng C1 và chứng chỉ điều khiển xe máy chuyên dùng cho người điều khiển máy kéo có trọng tải đến 3.500 kg;"
2226,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
3. Trường hợp người có giấy phép lái xe đã được cấp trước ngày Luật này có hiệu lực thi hành có nhu cầu đổi, cấp lại giấy phép lái xe thì thực hiện như sau:
g) Giấy phép lái xe hạng C giữ nguyên và đổi, cấp lại cùng hạng và chứng chỉ điều khiển xe máy chuyên dùng cho người điều khiển máy kéo có trọng tải trên 3.500 kg;"
2227,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
3. Trường hợp người có giấy phép lái xe đã được cấp trước ngày Luật này có hiệu lực thi hành có nhu cầu đổi, cấp lại giấy phép lái xe thì thực hiện như sau:
h) Giấy phép lái xe hạng D được đổi, cấp lại sang giấy phép lái xe hạng D2 và chứng chỉ điều khiển xe máy chuyên dùng cho người điều khiển máy kéo có trọng tải trên 3.500 kg;"
2228,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
3. Trường hợp người có giấy phép lái xe đã được cấp trước ngày Luật này có hiệu lực thi hành có nhu cầu đổi, cấp lại giấy phép lái xe thì thực hiện như sau:
i) Giấy phép lái xe hạng E được đổi, cấp lại sang giấy phép lái xe hạng D và chứng chỉ điều khiển xe máy chuyên dùng cho người điều khiển máy kéo có trọng tải trên 3.500 kg;"
2229,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
3. Trường hợp người có giấy phép lái xe đã được cấp trước ngày Luật này có hiệu lực thi hành có nhu cầu đổi, cấp lại giấy phép lái xe thì thực hiện như sau:
k) Giấy phép lái xe hạng FB2 được đổi, cấp lại sang giấy phép lái xe hạng BE hoặc hạng C1E và chứng chỉ điều khiển xe máy chuyên dùng cho người điều khiển máy kéo có trọng tải đến 3.500 kg;"
2230,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
3. Trường hợp người có giấy phép lái xe đã được cấp trước ngày Luật này có hiệu lực thi hành có nhu cầu đổi, cấp lại giấy phép lái xe thì thực hiện như sau:
l) Giấy phép lái xe hạng FC được đổi, cấp lại sang giấy phép lái xe hạng CE và chứng chỉ điều khiển xe máy chuyên dùng cho người điều khiển máy kéo có trọng tải trên 3.500 kg;"
2231,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
3. Trường hợp người có giấy phép lái xe đã được cấp trước ngày Luật này có hiệu lực thi hành có nhu cầu đổi, cấp lại giấy phép lái xe thì thực hiện như sau:
m) Giấy phép lái xe hạng FD được đổi, cấp lại sang giấy phép lái xe hạng D2E và chứng chỉ điều khiển xe máy chuyên dùng cho người điều khiển máy kéo có trọng tải trên 3.500 kg;"
2232,"36/2024/QH15
Điều 89. Quy định chuyển tiếp
3. Trường hợp người có giấy phép lái xe đã được cấp trước ngày Luật này có hiệu lực thi hành có nhu cầu đổi, cấp lại giấy phép lái xe thì thực hiện như sau:
n) Giấy phép lái xe hạng FE được đổi, cấp lại sang giấy phép lái xe hạng DE và chứng chỉ điều khiển xe máy chuyên dùng cho người điều khiển máy kéo có trọng tải trên 3.500 kg."
2233,"65/2024/TT-BCA
Điều 5. Bảo đảm điều kiện tổ chức kiểm tra kiến thức pháp luật về trật tự, an toàn giao thông đường bộ
1. Bảo đảm về cơ sở vật chất, thiết bị thuộc quyền sử dụng của cơ quan có thẩm quyền kiểm tra:
a) Có phòng kiểm tra kiến thức pháp luật về trật tự, an toàn giao thông đường bộ, được trang bị máy tính, máy in dùng cho cán bộ thực hiện nhiệm vụ kiểm tra và cơ sở vật chất, thiết bị cần thiết trực tiếp phục vụ việc kiểm tra; máy tính để người dự kiểm tra sử dụng có kết nối mạng WAN Bộ Công an đến máy chủ đặt tại Cục Cảnh sát giao thông; Máy chủ có cài đặt phần mềm kiểm tra kiến thức pháp luật về trật tự, an toàn giao thông đường bộ được Bộ Công an phê duyệt được kết nối với máy tính tại các điểm kiểm tra và phải bảo đảm an ninh, an toàn dữ liệu các máy tính sử dụng để phục vụ kiểm tra, lưu trữ nhật ký kết nối, chỉnh sửa dữ liệu."
2234,"65/2024/TT-BCA
Điều 5. Bảo đảm điều kiện tổ chức kiểm tra kiến thức pháp luật về trật tự, an toàn giao thông đường bộ
1. Bảo đảm về cơ sở vật chất, thiết bị thuộc quyền sử dụng của cơ quan có thẩm quyền kiểm tra:
b) Có hệ thống camera giám sát được toàn bộ hình ảnh phòng kiểm tra, có thiết bị lưu trữ dữ liệu hình ảnh camera. Hệ thống camera giám sát phải đảm bảo tính bảo mật, ngăn chặn các truy cập trái phép từ bên ngoài;"
2235,"65/2024/TT-BCA
Điều 5. Bảo đảm điều kiện tổ chức kiểm tra kiến thức pháp luật về trật tự, an toàn giao thông đường bộ
1. Bảo đảm về cơ sở vật chất, thiết bị thuộc quyền sử dụng của cơ quan có thẩm quyền kiểm tra:
c) Trường hợp máy tính tại nơi kiểm tra chưa có kết nối mạng WAN theo quy định tại điểm a khoản 1 Điều này thì cơ quan có thẩm quyền kiểm tra sử dụng thiết bị có chức năng lưu trữ thông tin bảo đảm an ninh, an toàn để lưu trữ thông tin của người dự kiểm tra phục vụ việc tổ chức kiểm tra."
2236,"65/2024/TT-BCA
Điều 6. Nội dung, phương pháp, thời gian, kết cấu bài kiểm tra, kết quả kiểm tra đạt yêu cầu
1. Nội dung kiểm tra, bao gồm:
a) Kiểm tra lý thuyết kiến thức pháp luật về trật tự, an toàn giao thông đường bộ được thực hiện theo câu hỏi sát hạch lý thuyết để cấp giấy phép lái xe theo quy định của Bộ trưởng Bộ Giao thông vận tải (sau đây viết gọn là kiểm tra lý thuyết kiến thức pháp luật);"
2237,"65/2024/TT-BCA
Điều 6. Nội dung, phương pháp, thời gian, kết cấu bài kiểm tra, kết quả kiểm tra đạt yêu cầu
1. Nội dung kiểm tra, bao gồm:
b) Kiểm tra kiến thức pháp luật về trật tự, an toàn giao thông đường bộ theo mô phỏng các tình huống giao thông trên máy tính theo quy định của Bộ trưởng Bộ Giao thông vận tải (sau đây viết gọn là kiểm tra kiến thức pháp luật theo mô phỏng)."
2238,"65/2024/TT-BCA
Điều 6. Nội dung, phương pháp, thời gian, kết cấu bài kiểm tra, kết quả kiểm tra đạt yêu cầu
2. Phương pháp kiểm tra:
a) Đối với kiểm tra lý thuyết kiến thức pháp luật, người dự kiểm tra thực hiện bài kiểm tra trắc nghiệm trên máy tính theo phần mềm kiểm tra kiến thức pháp luật về trật tự, an toàn giao thông đường bộ;"
2239,"65/2024/TT-BCA
Điều 6. Nội dung, phương pháp, thời gian, kết cấu bài kiểm tra, kết quả kiểm tra đạt yêu cầu
2. Phương pháp kiểm tra:
b) Đối với kiểm tra kiến thức pháp luật theo mô phỏng, người dự kiểm tra xử lý các tình huống giao thông theo mô phỏng trên máy tính."
2240,"65/2024/TT-BCA
Điều 6. Nội dung, phương pháp, thời gian, kết cấu bài kiểm tra, kết quả kiểm tra đạt yêu cầu
3. Thời gian, kết cấu bài kiểm tra và kết quả kiểm tra lý thuyết kiến thức pháp luật đạt yêu cầu:
a) Người dự kiểm tra có giấy phép lái xe hạng A1 làm bài kiểm tra trong thời gian 19 phút. Kết cấu bài kiểm tra gồm 25 câu hỏi trắc nghiệm, mỗi câu hỏi được tính 01 điểm, trong đó có 01 câu hỏi được tính là điểm liệt. Kết quả từ 21/25 điểm trở lên là đạt yêu cầu. Trường hợp kết quả từ 21/25 điểm trở lên nhưng trả lời sai vào câu hỏi được tính là điểm liệt thì không đạt yêu cầu;"
2241,"65/2024/TT-BCA
Điều 6. Nội dung, phương pháp, thời gian, kết cấu bài kiểm tra, kết quả kiểm tra đạt yêu cầu
3. Thời gian, kết cấu bài kiểm tra và kết quả kiểm tra lý thuyết kiến thức pháp luật đạt yêu cầu:
b) Người dự kiểm tra có giấy phép lái xe hạng A, B1 làm bài kiểm tra trong thời gian 19 phút. Kết cấu bài kiểm tra gồm 25 câu hỏi trắc nghiệm, mỗi câu hỏi được tính 01 điểm, trong đó có 01 câu hỏi được tính là điểm liệt. Kết quả đạt từ 23/25 điểm trở lên là đạt yêu cầu. Trường hợp kết quả từ 23/25 điểm trở lên nhưng trả lời sai vào câu hỏi được tính là điểm liệt thì không đạt yêu cầu;"
2242,"65/2024/TT-BCA
Điều 6. Nội dung, phương pháp, thời gian, kết cấu bài kiểm tra, kết quả kiểm tra đạt yêu cầu
3. Thời gian, kết cấu bài kiểm tra và kết quả kiểm tra lý thuyết kiến thức pháp luật đạt yêu cầu:
c) Người dự kiểm tra có giấy phép lái xe hạng B làm bài kiểm tra trong thời gian 20 phút. Kết cấu bài kiểm tra gồm 30 câu hỏi trắc nghiệm, mỗi câu hỏi được tính 01 điểm, trong đó có 01 câu hỏi được tính là điểm liệt. Kết quả đạt từ 27/30 điểm trở lên là đạt yêu cầu. Trường hợp kết quả từ 27/30 điểm trở lên nhưng trả lời sai vào câu hỏi được tính là điểm liệt thì không đạt yêu cầu;"
